step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,window_id,mu_id,k0,run
0,18.001325607299805,1.4604238271713257,0.009622101671993732,151.77804565429688,3.3095734119415283,7.148119766497985e-05,vanilla,extrap,u_fine,320,0,170,573,16
64,20.011945724487305,2.2729363441467285,0.028666818514466286,79.28805541992188,3.4004569053649902,2.288736343383789,vanilla,extrap,u_fine,320,0,170,573,16
128,22.022563934326172,1.4081087112426758,0.030542321503162384,46.1035270690918,3.3689568042755127,1.6989115476608276,vanilla,extrap,u_fine,320,0,170,573,16
192,24.033184051513672,1.6758177280426025,0.007692879997193813,217.84010314941406,3.236757516860962,1.5371090173721313,vanilla,extrap,u_fine,320,0,170,573,16
256,26.04380226135254,2.060321092605591,0.006011404562741518,342.7353820800781,3.4911797046661377,2.5356266498565674,vanilla,extrap,u_fine,320,0,170,573,16
320,28.05442237854004,1.676247239112854,0.0355025976896286,47.214778900146484,3.396970272064209,2.049654245376587,vanilla,extrap,u_fine,320,0,170,573,16
0,20.169025421142578,1.9637998342514038,0.017431454733014107,112.65840148925781,3.281139850616455,0.00011726312368409708,vanilla,extrap,u_fine,320,1,170,642,16
64,22.179643630981445,1.441788673400879,0.01908731833100319,75.53646850585938,3.2991838455200195,1.6941044330596924,vanilla,extrap,u_fine,320,1,170,642,16
128,24.190263748168945,1.7536050081253052,0.015100764110684395,116.12690734863281,3.367888927459717,1.4178814888000488,vanilla,extrap,u_fine,320,1,170,642,16
192,26.200881958007812,2.286297082901001,0.024054376408457756,95.04703521728516,3.3878440856933594,2.166600465774536,vanilla,extrap,u_fine,320,1,170,642,16
256,28.211502075195312,1.2405011653900146,0.029135914519429207,42.576358795166016,3.3942129611968994,1.8580466508865356,vanilla,extrap,u_fine,320,1,170,642,16
320,30.222122192382812,1.7429364919662476,0.007904506288468838,220.4990997314453,3.3832662105560303,1.5046018362045288,vanilla,extrap,u_fine,320,1,170,642,16
0,17.49867057800293,1.3682001829147339,0.015836607664823532,86.394775390625,3.293980598449707,0.00017768528778105974,vanilla,extrap,u_fine,320,2,170,557,16
64,19.50929069519043,2.1744914054870605,0.026205994188785553,82.97686767578125,3.4410653114318848,1.9340111017227173,vanilla,extrap,u_fine,320,2,170,557,16
128,21.519908905029297,1.9316916465759277,0.044927459210157394,42.995792388916016,3.3715553283691406,1.9182506799697876,vanilla,extrap,u_fine,320,2,170,557,16
192,23.530529022216797,1.6956979036331177,0.017534062266349792,96.70878601074219,3.249885320663452,1.2920362949371338,vanilla,extrap,u_fine,320,2,170,557,16
