,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
3,rel_mean,stoch_iso,880,-0.0076881193682890045,-0.0070513105019927025,4.1799578568484565e-111,8.359915713696913e-111
1,rel_mean,operator_norm,880,-0.0023360076677900825,-0.0024794917553663254,4.865680350400196e-25,9.731360700800392e-25
2,rel_mean,stiefel,880,0.0004527094096622684,0.0004294132813811302,0.9999293473387489,0.00014130532250211346
0,rel_mean,curvature,880,0.002484511340629648,0.002232605591416359,1.0,1.074969101446772e-41
