,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,operator_norm,880,-0.010214366063221611,-0.010696406476199627,1.143053673664421e-129,2.286107347328842e-129
3,rel_mean,stoch_iso,880,-0.0059654444096271285,-0.0058542657643556595,4.957342498150495e-85,9.91468499630099e-85
2,rel_mean,stiefel,880,-0.00282784663352438,-0.003300994634628296,4.725371596583284e-40,9.450743193166568e-40
0,rel_mean,curvature,880,0.007235302052206614,0.006741181015968323,1.0,4.959087944860437e-62
