step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,window_id,mu_id,k0,run
0,18.001325607299805,1.9863979816436768,0.028215479105710983,70.4010009765625,3.3757541179656982,0.00013496731116902083,vanilla,extrap,u_fine,320,0,170,573,13
64,20.011945724487305,3.213620662689209,0.012696328572928905,253.11416625976562,3.4091572761535645,2.279226064682007,vanilla,extrap,u_fine,320,0,170,573,13
128,22.022563934326172,1.5647971630096436,0.013453710824251175,116.30970764160156,3.4280037879943848,1.5089434385299683,vanilla,extrap,u_fine,320,0,170,573,13
192,24.033184051513672,2.453810453414917,0.02182174287736416,112.44795989990234,3.3280017375946045,1.8275729417800903,vanilla,extrap,u_fine,320,0,170,573,13
256,26.04380226135254,3.139009475708008,0.03311493620276451,94.79135131835938,3.5300636291503906,2.575664520263672,vanilla,extrap,u_fine,320,0,170,573,13
320,28.05442237854004,2.4211952686309814,0.015101076103746891,160.33262634277344,3.4409372806549072,2.0389678478240967,vanilla,extrap,u_fine,320,0,170,573,13
0,20.169025421142578,2.411752700805664,0.058506473898887634,41.221981048583984,3.485548734664917,0.0001906695106299594,vanilla,extrap,u_fine,320,1,170,642,13
64,22.179643630981445,1.7254902124404907,0.026990357786417007,63.929874420166016,3.139437437057495,1.1612508296966553,vanilla,extrap,u_fine,320,1,170,642,13
128,24.190263748168945,2.3263871669769287,0.030595770105719566,76.0362319946289,3.4037981033325195,1.2888883352279663,vanilla,extrap,u_fine,320,1,170,642,13
192,26.200881958007812,2.8937265872955322,0.018083738163113594,160.01815795898438,3.5128180980682373,2.186253547668457,vanilla,extrap,u_fine,320,1,170,642,13
256,28.211502075195312,1.773017406463623,0.013832551427185535,128.17718505859375,3.4368293285369873,1.7433379888534546,vanilla,extrap,u_fine,320,1,170,642,13
320,30.222122192382812,2.460712432861328,0.02639560028910637,93.2243423461914,3.385032892227173,1.9338099956512451,vanilla,extrap,u_fine,320,1,170,642,13
0,17.49867057800293,2.657402515411377,0.004246484022587538,625.7888793945312,3.3299498558044434,0.00010839446622412652,vanilla,extrap,u_fine,320,2,170,557,13
64,19.50929069519043,2.6830649375915527,0.07197681069374084,37.276798248291016,3.3807387351989746,1.8507754802703857,vanilla,extrap,u_fine,320,2,170,557,13
128,21.519908905029297,3.42828369140625,0.015629831701517105,219.3423309326172,3.464754581451416,1.866668939590454,vanilla,extrap,u_fine,320,2,170,557,13
192,23.530529022216797,2.682278871536255,0.014809809625148773,181.11502075195312,3.271178960800171,1.5754214525222778,vanilla,extrap,u_fine,320,2,170,557,13
256,25.541149139404297,4.5811686515808105,0.04107150435447693,111.54129028320312,3.5175116062164307,2.49800443649292,vanilla,extrap,u_fine,320,2,170,557,13
320,27.551767349243164,2.5019941329956055,0.010615299455821514,235.69699096679688,3.4732067584991455,2.654015064239502,vanilla,extrap,u_fine,320,2,170,557,13
0,17.09026336669922,1.6530919075012207,0.016605079174041748,99.55339050292969,3.3110790252685547,0.0001359114539809525,vanilla,extrap,u_fine,320,3,170,544,13
64,19.10088348388672,4.091347694396973,0.042436156421899796,96.41183471679688,3.324382781982422,2.0344090461730957,vanilla,extrap,u_fine,320,3,170,544,13
128,21.111501693725586,2.7718610763549805,0.028792519122362137,96.27017974853516,3.4737915992736816,2.3134353160858154,vanilla,extrap,u_fine,320,3,170,544,13
192,23.122121810913086,1.9696177244186401,0.0006408687331713736,3073.35595703125,3.2816009521484375,1.385953664779663,vanilla,extrap,u_fine,320,3,170,544,13
256,25.132741928100586,2.9883227348327637,0.024095164611935616,124.02167510986328,3.4847545623779297,2.3940751552581787,vanilla,extrap,u_fine,320,3,170,544,13
320,27.143360137939453,1.97464120388031,0.014480610378086567,136.364501953125,3.497934579849243,2.6040894985198975,vanilla,extrap,u_fine,320,3,170,544,13
0,20.200441360473633,2.317417621612549,0.06321321427822113,36.660335540771484,3.4855003356933594,0.00018700658984016627,vanilla,extrap,u_fine,320,4,170,643,13
64,22.2110595703125,1.7302029132843018,0.02477162890136242,69.84615325927734,3.1173226833343506,1.1640270948410034,vanilla,extrap,u_fine,320,4,170,643,13
128,24.2216796875,2.2732999324798584,0.03174621984362602,71.6085205078125,3.406527042388916,1.3019382953643799,vanilla,extrap,u_fine,320,4,170,643,13
192,26.232297897338867,2.600938320159912,0.010784975253045559,241.16311645507812,3.5127289295196533,2.190215826034546,vanilla,extrap,u_fine,320,4,170,643,13
256,28.242918014526367,1.722017765045166,0.013467749580740929,127.8623275756836,3.4349327087402344,1.7306915521621704,vanilla,extrap,u_fine,320,4,170,643,13
320,30.253538131713867,2.515306234359741,0.020892303436994553,120.39391326904297,3.3871569633483887,1.9580276012420654,vanilla,extrap,u_fine,320,4,170,643,13
