metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,curvature,1000,0.03058394306153059,0.016997504979372025,1.0,7.634692241369941e-58
rel_mean,operator_norm,1000,0.028166849985718726,0.019246242940425873,1.0,1.5478315016177577e-54
rel_mean,stiefel,1000,0.02767187522351742,0.026303937658667564,1.0,8.025938383636382e-125
rel_mean,stoch_iso,1000,0.027804410304874183,0.023234937340021133,1.0,2.6413391551037846e-54
