,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,990,-0.020642554255748034,-0.020867589861154556,3.2057123289211507e-127,6.4114246578423015e-127
1,rel_mean,operator_norm,990,0.0043146706553119606,-0.0011186525225639343,0.7681964447561718,0.46360711048765657
0,rel_mean,curvature,990,0.005157151201156655,-0.0008425936102867126,0.910488670084119,0.1790226598317619
3,rel_mean,stoch_iso,990,0.008492897211978531,0.0024638641625642776,0.9999999996851041,6.297917598672642e-10
