,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,880,-0.019748557430946015,-0.019938706420361996,1.4374870192249209e-145,2.8749740384498418e-145
3,rel_mean,stoch_iso,880,-0.0244399176931686,-0.025325356982648373,2.0408619495275795e-141,4.081723899055159e-141
1,rel_mean,operator_norm,880,-0.025417345442639832,-0.02647385746240616,3.611199596319991e-141,7.222399192639982e-141
0,rel_mean,curvature,880,0.01631042876026847,0.01624445430934429,1.0,9.168957500853464e-131
