metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,0.002029168803244829,0.003354191780090332,0.9999999961074894,7.7850212640361e-09
rel_mean,curvature,1000,0.02493366816267371,0.014791730791330338,1.0,4.683983444402822e-112
rel_mean,operator_norm,1000,0.03066187883540988,0.021104581654071808,1.0,3.9956390372269727e-134
rel_mean,stoch_iso,1000,0.027556981071829797,0.022575676441192627,1.0,4.155534352602085e-115
