metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.030217114984989166,-0.029917925596237183,4.7303385198763e-162,9.4606770397526e-162
rel_mean,stoch_iso,1000,-0.0004559875801205635,-0.003066025674343109,0.00959730853389571,0.01919461706779142
rel_mean,operator_norm,1000,0.0113897321857512,0.006159018725156784,0.9999999999998772,2.456083724024511e-13
rel_mean,curvature,1000,0.03410396898165345,0.033891208469867706,1.0,8.465262682681283e-119
