,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
3,rel_mean,stoch_iso,880,-0.006223609641363675,-0.005653826519846916,6.11555234023437e-85,1.223110468046874e-84
1,rel_mean,operator_norm,880,-0.0017389308047396216,-0.002202896401286125,7.607337196766129e-13,1.5214674393532258e-12
2,rel_mean,stiefel,880,0.0001813255970112302,0.00042658112943172455,0.9671371177834716,0.06572576443305685
0,rel_mean,curvature,880,0.004726398401809009,0.004099152982234955,1.0,1.0816781667796952e-48
