metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.015014860380440951,-0.013127900660037994,2.8374028997379926e-99,5.674805799475985e-99
rel_mean,curvature,1000,0.021014573883265258,0.013664726167917252,1.0,5.341576743705933e-68
rel_mean,operator_norm,1000,0.013514839347451926,0.008220724761486053,1.0,3.9867828149328326e-45
rel_mean,stoch_iso,1000,0.01216454853862524,0.00988270714879036,1.0,4.777215686634769e-50
